,id,compania,tarifa,tp_punta_euros/kwh/dia,tp_valle_euros/kwh/dia,peaje_tran_dist_pot_punta,peaje_tran_dist_pot_valle,peaje_ener_valle_tdc,peaje_ener_llano_tdc,peaje_ener_punta_tdc,termino_consumo_euros/kwh/hora,tc_valle_euros/kwh/hora,tc_llano_euros/kwh/hora,tc_punta_euros/kwh/hora,tc_8h_euros/kwh/hora,tc_16h_euros/kwh/hora,mercado,tipo,otros,alquiler_equipo_euros/dia,impuesto_actual,bono_social_euro/dia,margen_euros/kWh/dia,consumo_valle,consumo_llano,consumo_punta,total_actual,total_factura,coste_valle,coste_llano,coste_punta
82,82,Bassols Energia,Luz a Precio de Coste,0.069566,0.002654,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.114175,0.152696,0.203805,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,63.5630579298,11.4175,15.2696,20.380499999999998
83,83,Bassols Energia,Hogar Ahorro,0.089036,0.019343,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.129302,0.154889,0.204944,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,69.83623831041,12.9302,15.4889,20.4944
84,84,Acis Energia,Ecoluz Smart,0.1068701,0.0439183,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.139983,0.155717,0.196733,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,75.071939433436,13.9983,15.5717,19.673299999999998
85,85,Acis Energia,Ecoluz Equal,0.1059412,0.1627939,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.152632,0.175846,0.224074,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,95.52370257912901,15.2632,17.584600000000002,22.4074
86,86,Acis Energia,Ecoluz Evolution,0.1029279,0.161838,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.125065,0.151355,0.20233,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,86.53630789266101,12.5065,15.135499999999999,20.233
87,87,Estabanell Energia,Dinámico horario ahorro,0.084676,0.033248,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.132883,0.155279,0.205316,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,71.43094673396001,13.2883,15.5279,20.5316
88,88,Estabanell Energia,Plan vehículo eléctrico,0.086749,0.002647,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.089968,0.138269,0.199895,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,60.61012533884001,8.9968,13.8269,19.9895
89,89,Estabanell Energia,Solar,0.086749,0.002647,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.097248,0.113646,0.198136,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,58.40153299684,9.7248,11.3646,19.8136
90,90,Iberdrola,Plan Online 3 Periodos,0.0821918,0.0136986,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.08366,0.113646,0.160971,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,53.27680051601601,8.366,11.3646,16.0971
91,91,E Distribucion,PVPC,0.0081915,0.000527,0.061375,0.002128,0.002752,0.027963,0.076974,0.0,0.115065,0.141355,0.19233,0.0,0.0,Regulado,PVPC,0.0,0.026557,5.11,0.033886,0.008528767,100.0,100.0,100.0,10.0,84.87391928999786,11.5065,14.1355,19.233
92,92,Energya VM,PVPC,0.0081915,0.000527,0.061375,0.002128,0.002752,0.027963,0.076974,0.0,0.115065,0.141355,0.19233,0.0,0.0,Regulado,PVPC,0.0,0.026557,5.11,0.033886,0.008528767,100.0,100.0,100.0,10.0,84.87391928999786,11.5065,14.1355,19.233
93,93,Energya VM,Formula 3 periodos,0.079177,0.0027288,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.09981,0.1188,0.1458,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,52.385159806782,9.981,11.88,14.580000000000002
94,94,Gesternova,PVPC,0.0081915,0.000527,0.061375,0.002128,0.002752,0.027963,0.076974,0.0,0.115065,0.141355,0.19233,0.0,0.0,Regulado,PVPC,0.0,0.026557,5.11,0.033886,0.008528767,100.0,100.0,100.0,10.0,84.87391928999786,11.5065,14.1355,19.233
95,95,Gesternova,Tarifa Bateria Virtual (solar),0.060069,0.060069,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.12507,0.15136,0.20238,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,69.98844295102,12.506999999999998,15.136,20.238
96,96,Gesternova,Tarifa horas,0.077573,0.010844,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.139449,0.174752,0.233932,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,74.37269993043,13.944899999999999,17.475199999999997,23.3932
97,97,Xenera ,A vaquiña contigo,0.070357,0.070357,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.074988,0.134225,0.187164,0.0,0.0,Libre,TRAMOS,3.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,62.812684577060004,7.4988,13.422500000000001,18.7164
98,98,Xenera ,A vaquina en casa,0.070357,0.070357,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.12507,0.15136,0.168687,0.0,0.0,Libre,TRAMOS,3.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,68.44805211706,12.506999999999998,15.136,16.8687
99,99,Iris Energia,Tarifa estable,0.0873744,0.0204626,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.149402,0.164994,0.220819,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,75.10201407423003,14.9402,16.4994,22.081899999999997
100,100,Eres Energia,Dos punto cero,0.0793,0.0196,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.117,0.1475,0.2045,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,66.42319773100002,11.700000000000001,14.75,20.45
101,101,Fortuluz,Precio indexado fijo,0.087955,0.013803,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.105167,0.129574,0.175753,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,59.985815874820005,10.5167,12.9574,17.5753
102,102,Fortuluz,A contraluz,0.096962,0.021832,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.138047,0.182545,0.231757,0.0,0.0,Libre,TRAMOS,0.0,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,78.33725499226003,13.8047,18.2545,23.1757
103,103,Aduriz Energia,coste + fija,0.0800388,0.0031407,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.093282,0.129895,0.179284,0.0,0.0,Libre,TRAMOS,3.72,0.026557,5.11,0.0,0.0,100.0,100.0,100.0,10.0,56.930448280804995,9.3282,12.989500000000001,17.9284
